id,name
V96596cn00252328,戒色师
V96596cn00221327,冲天火
V96596cn00221304,五女闹京城
V96596cn00216731,234说爱你
V96596cn00237393,公正裁决 原声版
V96596cn00281409,我们所拥有的一切 原声版
V96596cn00222621,一路逆风
V96596cn00214628,龙珠Z复活的弗利萨 国语版
V96596cn00210017,史蒂夫乔布斯 原声版
V96596cn00209494,乱 原声版
V96596cn00228600,知无涯者 原声版
ViptvSPcn00086382,霍比特人意外之旅 国语版
V96596cn00221357,阿登狂怒战役 原声版
V96596cn00210164,深层恐惧 原声版
V96596cn00233911,出窍情人 原声版
V96596cn00291441,新邻里联防 原声版
V96596cn00272703,为房痴狂
V96596cn00272610,穴居男 原声版
V96596cn00272628,伦敦任务 原声版
V96596cn00272380,玩具销售员 原声版
V96596cn00272771,夏日之王 原声版
V96596cn00272320,阴错阳差 原声版
V96596cn00272423,为朱莉报仇 原声版
V96596cn00205068,圣诞前夜 原声版
V96596cn00263971,命中雷霆 原声版
V96596cn00272731,油海先锋 原声版
V96596cn00272464,委以重任 原声版
V96596cn00272849,日复一日 原声版
V96596cn00272345,爱上女主播
V96596cn00272392,美国式搏击 原声版
V96596cn00272673,不惜一切 原声版
V96596cn00272712,该隐之子 原声版
V96596cn00272426,医恋俏佳人 原声版
V96596cn00272397,可爱的骨头 原声版
V96596cn00272557,永别了傻瓜 原声版
V96596cn00205069,与外婆同行 原声版
V96596cn00217885,布朗克斯的公牛 原声版
V96596cn00205274,富人区 原声版
V96596cn00244909,年轻的维多利亚 原声版
V96596cn00244897,致命伤害 原声版
V96596cn00263988,珍珠纽扣 原声版
V96596cn00272383,大地赤子史来贺
V96596cn00272490,漂泊糖心 原声版
V96596cn00272349,悸动的心 原声版
V96596cn00272732,惊梦俏佳人
V96596cn00272815,当尼采哭泣 原声版
V96596cn00272766,完美陌生人 原声版
V96596cn00263992,娜希德 原声版
V96596cn00394654,危险藏匿 原声版
V96596cn00272505,初恋从打嗝开始 原声版
V96596cn00272756,送子先生 原声版
V96596cn00235762,财神客栈
V96596cn00272372,摩登年代
V96596cn00522487,布鲁克林 原声版
V96596cn00522475,电子情书 原声版
V96596cn00522442,尖峰时刻2 原声版
V96596cn00522491,聚焦 原声版
V96596cn00522363,人鱼童话 国语版
V96596cn00522381,牛仔和外星人 原声版
V96596cn00522396,铁拳男人 原声版
V96596cn00522347,小鸡快跑 原声版
V96596cn00522375,新龙凤配 原声版
V96596cn00522354,星际迷航9:星际起义 原声版
V96596cn00522352,寻找梦幻岛 原声版
V96596cn00522351,亚特兰蒂斯:失落的帝国 原声版
V96596cn00522379,最高危机 原声版
V96596cn00522356,最后一支歌 原声版
V96596cn00522634,垂直极限 国语版
V96596cn00522355,大地惊雷 原声版
V96596cn00522378,大侦探福尔摩斯 国语版
V96596cn00522349,地心历险记2 国语版
V96596cn00522353,潜伏 原声版
V96596cn00522360,随波逐流 原声版
V96596cn00522370,像男人一样思考 原声版
V96596cn00522350,勇闯黄金城 原声版
V96596cn00522332,28岁未成年
V96596cn00522331,你好，疯子！
V96596cn00522328,碟中谍5：神秘国度 国语版
V96596cn00522330,碟中谍4：幽灵协议 原声版
V96596cn00522678,里约大冒险 原声版
V96596cn00522685,丁丁历险记 原声版
V96596cn00522493,特种部队：眼镜蛇的崛起 原声版
V96596cn00522677,鼠来宝 原声版
V96596cn00523015,从天儿降
V96596cn00523017,熊出没之夺宝熊兵
V96596cn00523021,道士下山
V96596cn00523027,圆梦巨人 原声版
V96596cn00523016,喜羊羊与灰太狼之开心闯龙年
V96596cn00523043,国家宝藏：夺宝秘笈 原声版
V96596cn00523029,白蛇传说
V96596cn00523025,新娘大作战
V96596cn00523047,神战：权力之眼 原声版
V96596cn00523044,天将雄师
V96596cn00523042,孔子
V96596cn00523037,失恋33天
V96596cn00523022,小羊肖恩 原声版
V96596cn00523033,陆垚知马俐
V96596cn00523028,太极2：英雄崛起
V96596cn00523035,人再囧途之泰囧
V96596cn00523039,港囧
V96596cn00523048,金陵十三钗
V96596cn00523030,大内密探灵灵狗
V96596cn00523040,猎神：冬日之战 原声版
V96596cn00523026,小黄人大眼萌 原声版
V96596cn00523045,栀子花开
V96596cn00523046,龙门飞甲
V96596cn00523031,赏金猎人
V96596cn00523032,消失的子弹
V96596cn00523024,疯狂外星人 原声版
V96596cn00523034,后会无期
V96596cn00523157,被偷走的那五年
V96596cn00523149,非常幸运
V96596cn00523101,101次求婚
V96596cn00523103,黄金大劫案
V96596cn00523041,大上海
V96596cn00523038,武林外传
V96596cn00523023,鼠来宝4 原声版
V96596cn00523989,消失的爱人 原声版
V96596cn00524131,星运里的错 原声版
V96596cn00524130,星际迷航4：抢救未来 原声版
V96596cn00524036,林肯 原声版
V96596cn00524123,脑残粉 国语版
V96596cn00524122,纸镇 原声版
V96596cn00524121,怪谈
V96596cn00524120,起死回生 原声版
V96596cn00524805,地心历险记2：神秘岛 原声版
V96596cn00524804,人鱼童话 原声版
V96596cn00524743,山炮驾到
V96596cn00524906,佩小姐的奇幻城堡 国语版
V96596cn00526238,绝岭雄风 原声版
V96596cn00417499,杀破狼-贪狼 国语版
V96596cn00437339,空天猎
V96596cn00421119,王牌保镖 原声版
V96596cn00405306,十万个冷笑话2
V96596cn00405214,十万个冷笑话2
V96596cn00528302,黄金大劫案
V96596cn00528077,电商时代
V96596cn00528083,碟仙前传
V96596cn00528094,黑处有什么
V96596cn00528097,呼吸正常
V96596cn00528098,寄生兽 国语版
V96596cn00528171,恋爱教父之三个“坏”家伙
V96596cn00528132,路边野餐
V96596cn00528156,妈咪侠
V96596cn00528096,冒牌卧底
V96596cn00529868,魔都凶音
V96596cn00528133,那美
V96596cn00528106,逆路
V96596cn00528092,天使请吻我
V96596cn00528099,喜乐长安
V96596cn00528080,45周年 原声版
V96596cn00209890,过年好
V96596cn00209888,极限挑战之皇家宝藏
V96596cn00149014,陪安东尼度过漫长岁月
V96596cn00457591,万万没想到
V96596cn00209897,寻龙诀
V96596cn00184228,一念天堂
V96596cn00184205,发条城市
V96596cn00206174,反贪风暴2
V96596cn00210039,老炮儿
V96596cn00185241,七月半2前世今生
V96596cn00457589,请把你的窗户打开
V96596cn00121141,叶问3
V96596cn00525429,勇敢者游戏 原声版
V96596cn00524878,面具之下 原声版
V96596cn00209892,男二本色
V96596cn00525321,完美家伙 原声版
V96596cn00525323,拜见岳父大人 原声版
V96596cn00530947,恶老板 原声版
V96596cn00457560,疯狂躲避球 原声版
V96596cn00526513,怪医杜立德2 原声版
V96596cn00526511,怪医杜立德 原声版
V96596cn00526540,汉尼拔 原声版
V96596cn00148236,美版午夜凶铃2 原声版
V96596cn00281428,K歌情人 原声版
V96596cn00457563,幻影英雄 原声版
V96596cn00527009,灵异拼图 原声版
V96596cn00528665,生死豪情 原声版
V96596cn00452295,云中漫步 原声版
V96596cn00528314,我的早更女友
V96596cn00528316,我是路人甲
V96596cn00178583,消失的凶手
V96596cn00528310,一步之遥
V96596cn00528309,一触即发
V96596cn00528305,一生一世
V96596cn00528304,一夜惊喜
V96596cn00528315,微爱之渐入佳境
V96596cn00528317,特殊身份
V96596cn00528320,太平轮乱世浮生
V96596cn00528303,京城81号
V96596cn00528385,爱情魔发师
V96596cn00528406,爸爸的假期
V96596cn00176482,白幽灵传奇之绝命逃亡
V96596cn00528405,北京纽约
V96596cn00528503,哺乳期的女人
V96596cn00178579,冲锋车
V96596cn00528698,冲上云霄
V96596cn00528354,大变局之梦回甲午
V96596cn00179890,对风说爱你
V96596cn00528358,非你勿扰
V96596cn00528357,分手不分手
V96596cn00528492,诡娃娃
V96596cn00528489,黄金福将
V96596cn00534734,BJ单身日记 原声版
V96596cn00534724,波西·杰克逊与魔兽之海 原声版
V96596cn00534736,超能失控 原声版
V96596cn00534700,大象的眼泪 原声版
V96596cn00534713,华尔街：金钱永不眠 原声版
V96596cn00534695,加菲猫2 原声版
V96596cn00534739,史密斯夫妇 原声版
V96596cn00481487,一句顶一万句
V96596cn00482701,妖铃铃
V96596cn00518694,七十七天
V96596cn00517395,巨额来电
V96596cn00511739,哈啰义乌
V96596cn00481976,精灵宝可梦2016剧场版
V96596cn00513917,一球成名3
V96596cn00544484,泡芙小姐
V96596cn00545661,黄金时代
V96596cn00545050,波塞冬历险 原声版
V96596cn00544626,断箭 原声版
V96596cn00545554,男生女生黑白配 原声版
V96596cn00545160,新婚告急 原声版
V96596cn00544842,星际迷航 原声版
V96596cn00545640,星际迷航7：星空奇兵 原声版
V96596cn00544795,勇敢的心 原声版
V96596cn00550667,不二神探
V96596cn00550668,决战食神
V96596cn00550669,追龙
V96596cn00524867,璀璨的婚礼
V96596cn00524868,啊朋友还钱
V96596cn00205879,海绵宝宝 原声版
V96596cn00392415,极盗车神 原声版  
V96596cn00471423,红酒烩鸡 原声版
V96596cn00471424,水瓶座 原声版
V96596cn00471425,大叔阿什比 原声版
V96596cn00471426,阿洛伊斯 原声版
V96596cn00471435,梦巴萨 原声版
V96596cn00471429,激战 粤语版
V96596cn00471430,逃出生天
V96596cn00471431,开心超人
V96596cn00471432,五月天追梦
V96596cn00471512,雄风再起 原声版
V96596cn00471513,蜜蜂总动员 原声版
V96596cn00474155,致命打击 原声版
V96596cn00474162,女猎鹰人 原声版
V96596cn00474160,唤醒杀手 原声版
V96596cn00474163,高跟鞋先生
V96596cn00473990,一切都好
V96596cn00473975,逃出生天3D
V96596cn00473977,我们的情人们 原声版
V96596cn00473978,世界，永别 原声版
V96596cn00462245,极盗车神 国语版
V96596cn00462246,极盗车神 原声版
V96596cn00473981,可爱的你
V96596cn00475377,龙来了 原声版
V96596cn00451372,声之形 国语版
V96596cn00451367,侠盗联盟 粤语版
V96596cn00451371,侠盗联盟 国语版
V96596cn00412690,小小爸爸
V96596cn00397637,新木乃伊 原声版
V96596cn00397638,新木乃伊 国语版
V96596cn00475528,喵星人 国语版
V96596cn00475511,喵星人 粤语版
V96596cn00475524,傲娇与偏见
V96596cn00475526,健忘村
V96596cn00475689,小门神
V96596cn00475752,我的特工爷爷
V96596cn00477629,火影忍者疾风传剧场版慕留人传 原声版
V96596cn00475761,大战外星人 原声版
V96596cn00477687,兄弟们 原声版
V96596cn00477633,超脑48小时 原声版
V96596cn00477723,盗墓笔记
V96596cn00477310,龙凤智多星
V96596cn00477669,求爱反斗星
V96596cn00401118,夜色撩人
V96596cn00437460,回到火星 原声版
V96596cn00478200,少年巴比伦
V96596cn00478194,幸运是我 国语版
V96596cn00478228,幸运是我 粤语版
V96596cn00478406,首杀 原声版
V96596cn00477866,火锅英雄
V96596cn00477872,卧虎藏龙青冥宝剑
V96596cn00477859,鼠国流浪记 原声版
V96596cn00480665,女王与知己 原声版
V96596cn00479884,火影忍者最终章 原声版
V96596cn00480566,致命伴旅 原声版
V96596cn00480637,枪王之王
V96596cn00480639,保持通话
V96596cn00480636,博物馆奇妙夜3 原声版
V96596cn00480564,独立日：卷土重来 原声版
V96596cn00480638,毒战
V96596cn00480568,蓝精灵2 原声版
V96596cn00480569,游龙戏凤 粤语版
V96596cn00480567,火星救援 原声版
V96596cn00401885,破局
V96596cn00401109,大护法
V96596cn00422316,失业生
V96596cn00445551,豆福传
V96596cn00481498,敦刻尔克行动 原声版
V96596cn00289800,春娇救志明 国语版
V96596cn00289799,春娇救志明 粤语版
V96596cn00370082,当怪物来敲门 原声版
V96596cn00373815,我的爸爸是国王
V96596cn00317149,29加1
V96596cn00280778,冰雪大作战 国语版
V96596cn00371335,灵狼传奇 原声版
V96596cn00371269,灵狼传奇 国语版
V96596cn00263040,非凡任务
V96596cn00371234,欢乐喜剧人
V96596cn00371246,西游伏妖篇
V96596cn00369869,桃花侠大战菊花怪
V96596cn00369870,幽灵医院
V96596cn00207596,新木偶奇遇记
V96596cn00207598,奇葩追梦
V96596cn00184212,恐怖爱情故事之死亡公路
V96596cn00355117,临时演员
V96596cn00371181,拆弹专家
V96596cn00294173,咸鱼传奇
V96596cn00371135,长城
V96596cn00147963,快手枪手快枪手
V96596cn00481499,有一个地方只有我们知道
V96596cn00481500,念念
V96596cn00481628,坏蛋必须死
V96596cn00481504,怦然星动
V96596cn00481461,我爸比我小四岁
V96596cn00481529,不可思异
V96596cn00381779,父子雄兵
V96596cn00289798,东北往事之破马张飞
V96596cn00386378,阿唐奇遇
V96596cn00428391,惊天解密 原声版
V96596cn00438616,迷情N小时
V96596cn00481946,狙击手：终极猎杀 原声版
V96596cn00482979,鲨卷风5全球鲨暴 原声版
V96596cn00482977,美食总动员 原声版
V96596cn00482976,美食总动员 国语版
V96596cn00482975,小熊维尼 原声版
V96596cn00482978,极速60秒 原声版
V96596cn00459963,银河护卫队2 原声版
V96596cn00457624,银河护卫队2 国语版
V96596cn00210250,唐人街探案
V96596cn00458466,指甲刀人魔
V96596cn00461826,怨灵2
V96596cn00469221,52赫兹，我爱你
V96596cn00469179,艺术空间
V96596cn00469359,猪太狼的夏天
V96596cn00485922,超能陆战队 原声版
V96596cn00485923,超人总动员 原声版
V96596cn00485924,忍者神龟 原声版
V96596cn00485925,机器人总动员 国语版
V96596cn00483429,爸爸去哪儿贺岁篇（上）
V96596cn00483431,爸爸去哪儿贺岁篇（下）
V96596cn00431383,看不见的客人 原声版
V96596cn00444320,星际特工:千星之城 原声版
V96596cn00461974,羞羞的铁拳
V96596cn00346034,速度与激情8 国语版
V96596cn00337430,速度与激情8 原声版
V96596cn00496146,名侦探柯南唐红的恋歌 原声版
V96596cn00471501,我们全家不太熟
V96596cn00470067,刺杀盖世太保 原声版
V96596cn00431396,梦在家乡绽放
V96596cn00422342,重返·狼群
V96596cn00255129,欢乐好声音 原声版
V96596cn00255130,欢乐好声音 国语版
V96596cn00298807,灵狼传奇 原声版 
V96596cn00298806,灵狼传奇 国语版 
V96596cn00470210,悔恨 原声版
V96596cn00470068,夺金四贱客 原声版
V96596cn00425088,史努比：花生大电影 原声版
V96596cn00438553,银魂 原声版
V96596cn00438552,银魂 国语版
V96596cn00482980,灵魂摆渡黄泉
V96596cn00499676,捷德奥特曼剧场版 国语版
V96596cn00385639,加勒比海盗5死无对证 国语版
V96596cn00385640,加勒比海盗5死无对证 原声版
V96596cn00453775,兄弟，别闹！
V96596cn00454110,天生不对
V96596cn00298152,蓝精灵：寻找神秘村
V96596cn00475721,纹身师
V96596cn00451833,相爱相亲
V96596cn00481460,灵魂电台
V96596cn00511441,王朝的女人·杨贵妃
V96596cn00511507,蜘蛛侠：英雄归来 原声版
V96596cn00511504,爵迹
V96596cn00511697,有种你爱我
V96596cn00453776,暴雪将至
V96596cn00473987,移动迷宫2 原声版
V96596cn00481751,维京：王者之战
V96596cn00511040,美容针
V96596cn00513840,盛先生的花儿
V96596cn00513842,小王子 国语版
V96596cn00478306,空难余波 原声版
V96596cn00482898,推理笔记
V96596cn00496293,单向街14号
V96596cn00469358,七月半3：灵触第七感 国语版
V96596cn00513980,赤壁（上）
V96596cn00513977,赤壁（下）
V96596cn00513979,泰坦尼克号 原声版
V96596cn00513975,星际迷航3：超越星辰 原声版
V96596cn00513959,爱情麻辣烫之情定终身
V96596cn00513958,爱在深秋
V96596cn00513978,奔爱
V96596cn00513964,冰河追凶
V96596cn00513961,恶人报喜
V96596cn00513982,废柴特工 原声版
V96596cn00513981,废柴特工 国语版
V96596cn00513971,分手再说我爱你
V96596cn00513966,辣警霸王花
V96596cn00513963,辣警霸王花 粤语版
V96596cn00513954,练胆儿
V96596cn00513967,猛龙特囧
V96596cn00513973,猛龙特囧 粤语版
V96596cn00513957,魔法老师 原声版
V96596cn00513955,魔法老师 国语版
V96596cn00513969,魔镜
V96596cn00513970,哪一天我们会飞
V96596cn00513972,哪一天我们会飞 粤语版
V96596cn00513965,十月初五的月光
V96596cn00513968,十月初五的月光 粤语版
V96596cn00513976,塔洛
V96596cn00513956,妄想症
V96596cn00513962,宅女侦探桂香
V96596cn00513974,这里的黎明静悄悄
V96596cn00513960,忠爱无言
V96596cn00516693,落魄大厨 原声版
V96596cn00510120,阳光萌星社
V96596cn00466841,这就是命
V96596cn00471499,坑爹游戏 国语版
V96596cn00463078,狂兽
V96596cn00187268,爱丽丝梦游仙境2：镜中奇遇记(国语版)
V96596cn00213765,暗杀游戏-国语版
V96596cn00189495,勿忘初心-国语版
V96596cn00189494,第四帝国的黎明-原声版
V96596cn00185266,暗夜心理师
V96596cn00215212,驴得水
V96596cn00222461,奇异博士
V96596cn00186471,危情谍战
V96596cn00186472,波西·杰克逊与魔兽之海
V96596cn00317693,六人晚餐
V96596cn00317694,美好的意外
V96596cn00272465,骗子
V96596cn00245798,速度与激情1
V96596cn00272924,洛杉矶之战
V96596cn00186470,铜牌巨星
V96596cn00356787,哀乐女子天团
V96596cn00123873,火锅英雄
V96596cn00123899,我的特工爷爷
V96596cn00272683,超能机器女友
V96596cn00272424,他和她的孤独情事
V96596cn00272615,何以笙箫默
V96596cn00272622,那个傻瓜爱过你
V96596cn00272578,社交情圣
V96596cn00272625,西雅图寻爱记
V96596cn00272435,极速姻缘
V96596cn00272538,报告老板之豪言壮旅04 中国队长
V96596cn00272437,猛龙特囧
V96596cn00272738,咱们回家吧
V96596cn00272601,我的同学不是人
V96596cn00272675,鬼话连篇之镜仙
V96596cn00272354,活人墓
V96596cn00272606,一夜疯狂
V96596cn00272467,股啊股
V96596cn00272418,道歉
V96596cn00272730,她认出了风暴
V96596cn00272666,匆匆十年
V96596cn00272671,平行线
V96596cn00272327,战狼传奇
V96596cn00272334,拼时代
V96596cn00253628,辛德勒的名单
V96596cn00134142,甲乙丙丁
V96596cn00272701,男奴时代
V96596cn00272767,毒来毒往
V96596cn00272366,蔷薇生死恋
V96596cn00272875,左右
V96596cn00184204,赏金猎人-国语版
V96596cn00195416,花样厨神-国语版
V96596cn00224699,海洋奇缘（英文原声）
V96596cn00272786,金钱之爱
V96596cn00272897,人鱼朵朵
V96596cn00229042,"你好,疯子！"
V96596cn00216603,外公芳龄38
V96596cn00224700,海洋奇缘（国语版）
V96596cn00209919,丧尸禁区-原声版
V96596cn00210290,泳池诱惑-原声版
V96596cn00210139,未知死亡-原声版
V96596cn00225461,爸爸的3次婚礼
V96596cn00228199,魔弦传说
V96596cn00263982,色囧之阴差阳错
V96596cn00263987,来自星星的女朋友
V96596cn00272544,老爸当家
V96596cn00272867,夜魔坛之女高怪谈
V96596cn00272868,身后身
V96596cn00263984,凶夜
V96596cn00187372,魔兽
V96596cn00295851,不期而遇
V96596cn00272757,美国队长3
V96596cn00217932,使徒行者
V96596cn00188868,火海凌云
V96596cn00215694,爱丽丝梦游仙境2:镜中奇遇记
V96596cn00217910,泡沫之夏
V96596cn00217936,七月与安生
V96596cn00236026,美女与野兽
V96596cn00123793,洛杉矶捣蛋计划
V96596cn00229710,小鬼当家3
V96596cn00229708,小鬼当家2
V96596cn00187452,垫底辣妹
V96596cn00250022,上海王
V96596cn00272685,天使爱美丽
V96596cn00272787,驱魔者
V96596cn00229794,一步之遥
V96596cn00272591,命中注定
V96596cn00272599,捕食者的崛起
V96596cn00272427,弗兰肯斯坦的军队
V96596cn00272347,拯救林肯
V96596cn00272539,狩猎传说
V96596cn00272494,末日天启战
V96596cn00212030,环大西洋
V96596cn00229709,小鬼当家1
V96596cn00358358,战刀屠狼
V96596cn00188944,海底总动员2多莉去哪儿
V96596cn00123817,大空头
V96596cn00204103,白雪公主和三只小猪
V96596cn00124089,谎言大爆炸
V96596cn00102478,发条城市
V96596cn00218976,七月半2:前世今生
V96596cn00134250,冬
V96596cn00188870,情况不妙
V96596cn00277445,傲娇与偏见
V96596cn00254841,美女与野兽（英文原声）
V96596cn00254842,美女与野兽（国语版）
V96596cn00218511,纳尼亚传奇3:黎明踏浪号
V96596cn00272684,X战警3背水一战
V96596cn00429933,微爱之渐入佳境
V96596cn00272572,虐面人之死灵面膜
V96596cn00272600,诡八楼
V96596cn00272352,白雪公主之矮人力量
V96596cn00272491,小羊肖恩
V96596cn00229767,一个人的武林
V96596cn00366368,英雄本色
V96596cn00272358,烈火战车
V96596cn00272474,使命召唤
V96596cn00218308,独行侠
V96596cn00236652,恋战冲绳
V96596cn00272554,起死回生
V96596cn00272727,栀子花开
V96596cn00272326,脱轨时代
V96596cn00272617,黑马王子
V96596cn00272421,万物生长
V96596cn00272521,倩女幽魂
V96596cn00272338,对风说爱你
V96596cn00272488,孤男寡女
V96596cn00236658,倩女幽魂2:人间道
V96596cn00236801,杀之恋
V96596cn00236655,求爱反斗星
V96596cn00123874,我们
V96596cn00272709,有种你爱我
V96596cn00272792,星语心愿之再爱
V96596cn00272595,热血男人帮
V96596cn00205595,从天儿降
V96596cn00222386,寻找幸福的赫克托
V96596cn00236657,龙凤智多星
V96596cn00236656,圣诞快乐
V96596cn00272377,怪谈
V96596cn00272440,笔仙3
V96596cn00272385,黑夜
V96596cn00236651,异度空间
V96596cn00123796,魔宫魅影
V96596cn00272583,六世古宅
V96596cn00272806,最后生机
V96596cn00272579,美国骗局
V96596cn00272478,复仇直播
V96596cn00272741,一座城池
V96596cn00198317,解救吾先生
V96596cn00123890,奇迹
V96596cn00236802,锦绣前程
V96596cn00272744,狂怒
V96596cn00272514,可爱的你
V96596cn00272661,金色时光
V96596cn00272580,斑马总动员
V96596cn00272363,三只小猪与神灯
V96596cn00212175,麦兜·饭宝奇兵
V96596cn00108055,年兽大作战
V96596cn00222407,小兔历险记
V96596cn00272768,喜羊羊与灰太狼之飞马奇遇记
V96596cn00272545,玩的就是艳遇
V96596cn00272476,后备空姐
V96596cn00421126,疯狂农庄
V96596cn00432080,心动的感觉
V96596cn00205916,陆垚知马俐
V96596cn00244910,恋爱初歌
V96596cn00272596,我想和你好好的
V96596cn00272645,烟雨红颜
V96596cn00252225,得闲饮茶
V96596cn00272373,罪恶
V96596cn00272916,伤城
V96596cn00272687,海上传奇
V96596cn00272654,说好不分手
V96596cn00272325,死亡降临
V96596cn00392591,闺蜜国语版
V96596cn00392592,闺蜜粤语版
V96596cn00216605,育婴室
V96596cn00233408,健忘村
V96596cn00272350,智取威虎山
V96596cn00272742,海神密码
V96596cn00124079,伦敦陷落
V96596cn00124026,极盗者
V96596cn00272676,饥饿游戏2星火燎原
V96596cn00272472,超能兔战队
V96596cn00272774,不爱不散
V96596cn00272760,时间都去哪了
V96596cn00272784,换爱七日
V96596cn00272653,"早安,冬日海"
V96596cn00272540,百万爱情宝贝
V96596cn00272631,爱情攻略
V96596cn00272657,爱情魔发师
V96596cn00272328,我的文艺期
V96596cn00272497,简单爱
V96596cn00253630,剩者为王
V96596cn00123834,708090之深圳恋歌
V96596cn00123792,寻找心中的你
V96596cn00263973,"爱,很美"
V96596cn00272454,江南爱情故事
V96596cn00272814,爱你不等来生
V96596cn00272566,囧人之越挠越痒
V96596cn00272360,金牌流浪狗
V96596cn00272707,男人制造
V96596cn00123882,霹雳囧花
V96596cn00222387,爱上处女座
V96596cn00263977,金箍棒传奇2:沙僧的逆袭
V96596cn00272547,恶棍天使
V96596cn00272729,别跟我谈高富帅
V96596cn00272483,分手木马计
V96596cn00272511,化妆师
V96596cn00272618,碟仙诡谭
V96596cn00272663,黑月
V96596cn00123845,镜仙
V96596cn00272721,诡拼车
V96596cn00272533,初夏日记
V96596cn00272393,亲爱
V96596cn00196346,自我救赎
V96596cn00166486,轩辕大帝
V96596cn00272522,大丑
V96596cn00272791,黄金时代
V96596cn00272362,潜艇总动员5时光宝盒
V96596cn00272563,神笔马良
V96596cn00272498,81号农场之保卫麦咭
V96596cn00272728,阿里巴巴大盗奇兵
V96596cn00272549,闯堂兔
V96596cn00272751,赛尔号大电影5雷神崛起
V96596cn00272475,小美人鱼国语版
V96596cn00212463,海底总动员2:多莉去哪儿
V96596cn00212605,青蛙王国之冰冻大冒险
V96596cn00175339,马小乐之玩具也疯狂
V96596cn00134264,青蛙总动员
V96596cn00149141,小蚂蚁之环球大冒险
V96596cn00272769,玩具总动员3国语版
V96596cn00272462,风中奇缘国语版
V96596cn00222410,樱桃小丸子:来自意大利的少年
V96596cn00272839,新地雷战:神勇小子
V96596cn00272336,"从哪来,到哪去"
V96596cn00362061,夜半凶铃
V96596cn00287501,爵迹
V96596cn00365973,三生三世十里桃花
V96596cn00402536,草原英雄小姐妹
V96596cn00387507,明月几时有
V96596cn00204535,绝地逃亡
V96596cn00473976,5月天诺亚方舟
V96596cn00263983,逆爱
V96596cn00272569,死亡序列
V96596cn00188906,追凶者也
V96596cn00196134,少年师爷之大禹宝藏
V96596cn00196133,爱的钟声
V96596cn00226231,超能龙骑侠
V96596cn00247470,小阴谋大爱情
V96596cn00187645,海洋之歌
V96596cn00210180,速度与激情5[英]
V96596cn00272782,盗马记
V96596cn00263969,情事日记之窥心者
V96596cn00313744,水神娃
V96596cn00431378,走火交易 原声版
V96596cn00272634,终极大冒险
V96596cn00469300,家有喜事 加长重映国语版
V96596cn00469302,家有喜事 加长重映粤语版
V96596cn00184206,糖果世界大冒险-国语版
V96596cn00249594,生化危机终章-原声版
V96596cn00202813,黑子的篮球总集篇第一部:影与光1
V96596cn00219616,秒速5厘米日文版
V96596cn00246236,天书奇谭
V96596cn00228272,宝莲灯
V96596cn00249810,奥特曼剧场版2000:最终圣战
V96596cn00281086,咸鱼传奇
V96596cn00279719,冰雪大作战
V96596cn00262133,非凡任务
V96596cn00317967,梦幻佳期
V96596cn00287177,春娇救志明-国语版
V96596cn00287178,春娇救志明-粤语版
V96596cn00222395,幽灵医院
V96596cn00205706,快手枪手快枪手
V96596cn00222385,奇葩追梦
V96596cn00244907,桃花侠大战菊花怪
V96596cn00219373,恐怖爱情故事之死亡公路
V96596cn00222408,新东方神娃
V96596cn00222409,新木偶奇遇记
V96596cn00300493,29加1
V96596cn00255020,欢乐喜剧人
V96596cn00240768,西游伏妖篇
V96596cn00308910,临时演员
V96596cn00298645,我的爸爸是国王
V96596cn00321425,当怪物来敲门
V96596cn00276829,灵狼传奇
V96596cn00267765,长城
V96596cn00293098,拆弹专家
V96596cn00349815,银河护卫队2-原声版
V96596cn00349816,银河护卫队2-国语版
V96596cn00215274,蜡笔小新梦境世界大突击-国语版
V96596cn00224414,超级幼儿园
V96596cn00214627,龙珠Z复活的弗利萨-原声版
V96596cn00233889,萤火奇兵
V96596cn00221757,辛巴达与美人鱼公主
V96596cn00295418,三只小猪2
V96596cn00219047,破冰
V96596cn00272602,白银帝国
V96596cn00475496,杀破狼 粤语版
V96596cn00466525,大话西游之月光宝盒 国语版
V96596cn00466526,大话西游之月光宝盒 粤语版
V96596cn00466527,大话西游之大圣娶亲 国语版
V96596cn00466528,大话西游之大圣娶亲 粤语版
V96596cn00221120,我不是潘金莲
V96596cn00402438,李米的猜想
V96596cn00449034,功夫之王
V96596cn00449032,非诚勿扰
V96596cn00449033,非诚勿扰2
V96596cn00449031,集结号
V96596cn00470095,风声
V96596cn00470094,唐山大地震
V96596cn00480565,全城热恋
ViptvSPcn00080206,明星伙伴-原声版
V96596cn00228556,仿造者-原声版
V96596cn00210219,爱情导师-原声版
V96596cn00172385,北极-原声版
V96596cn00210142,海岸情深-原声版
V96596cn00205223,黑金杀机-原声版
V96596cn00210217,杰姆和全息图-原声版
V96596cn00210151,掘火者-原声版
V96596cn00209166,邻居大战2-原声版
V96596cn00209448,西点军校-原声版
V96596cn00209444,生死新纪元-原声版
V96596cn00224416,杠上开花
V96596cn00210758,疯狂丑小鸭-国语版
V96596cn00211128,热血雷锋侠之激情营救-国语版
V96596cn00214487,小熊的夏天
V96596cn00199128,墨子籍之潜龙秘宝-国语版
V96596cn00202155,T台魔王
V96596cn00184208,天亮之前-国语版
V96596cn00225727,花开莱州
V96596cn00195417,中央舞台踮起脚尖-原声版
V96596cn00195420,柏拉图之恋-国语版
V96596cn00199127,疯狂的箱子-国语版
V96596cn00282189,遗弃-原声版
